id,Name,Artists,started,Address,Notes,Commisioned,District,images,location
m0141,,FEL3000FT,1/22/2013,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://www.dropbox.com/s/g2jsqwtms7chkbr/m0141.jpg?dl=0,"-83.033528, 42.343990"
m0142,,unknown,1/22/2013,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://www.dropbox.com/s/uqszy9gkowvcob7/m0142.jpg?dl=0,"-83.033528, 42.343990"
m0144,,BEN SAGINAW,9/22/2016,"2741 Russell St, Detroit, MI",,,,https://www.dropbox.com/s/w57smp8hdfob1wy/m0144.jpg?dl=0,
m0145,,FEL3000FT,9/22/2015,"2613 Russell St, Detroit, MI",,,,https://www.dropbox.com/s/i9q8kwfpyh9vto1/m0145.jpg?dl=0,
m0146,,THE WEIRD,7/22/2015,"1356 Gratiot, Detroit, MI",,,,https://www.dropbox.com/s/pkh5w2wng696at7/m0146.jpg?dl=0,
m0147,,ANTHONY GROSS,9/18/2016,"1942 Alfred Street, Detroit, MI",,,,https://www.dropbox.com/s/d6s3cx3wqymblhp/m0147.jpg?dl=0,
m0148,,JOSEPH KONERT,9/22/2016,"2615 Russell St, Detroit, MI",alley to the right of the entrance,,,https://www.dropbox.com/s/03p5fwcil95gzyv/m0148.jpg?dl=0,
m0149,,CEY ADAMS,9/1/2016,"1550 E Fisher Service Dr, Detroit, MI",,,,https://www.dropbox.com/s/ggljdqrfefnalza/m0149.jpg?dl=0,
m0150,,RONE,9/1/2015,"1548 Gratiot Avenue, Detroit, MI",,,,https://www.dropbox.com/s/ejx9en86b3wlo5e/m0150.jpg?dl=0,
m0151,,SINTEX,8/22/2016,"2000 Division St, Detroit, MI",,,,https://www.dropbox.com/s/pehgn3hh2fiw08t/m0151.jpg?dl=0,
m0152,,SLICK,9/22/2016,"1528 Gratiot Ave, Detroit, MI 48207",,,,https://www.dropbox.com/s/c8l3skajaslh6me/m0152.jpg?dl=0,
m0153,,HUEMAN,9/1/2016,"2100 Rivard Street, Detroit, MI",in alley,,,https://www.dropbox.com/s/q2zzv8voocqjdoy/m0153.jpg?dl=0,
m0154,,APEXER,9/22/2016,"1544 Gratiot Ave, Detroit, MI",,,,https://www.dropbox.com/s/rnzb7e8q66hgn61/m0154.jpg?dl=0,
m0155,,"GHOST BEARD ] , [ PATCH WHISKY",9/1/2016,"1545 Gratiot Ave, Detroit, MI",,,,https://www.dropbox.com/s/b5viwe8lsq63smm/M0155.jpg?dl=0,
m0156,,SHARKTOOF,9/1/2015,"1906 Division Street, Detroit, MI",,,,https://www.dropbox.com/s/gwh0rvh3tiv0054/m0156.jpg?dl=0,
m0157,,"ASKEW ] , [ HANNAH STOUFFER",9/1/2015,"1825 Division Street, Detroit, MI",,,,https://www.dropbox.com/s/igxy1xi26bjzggp/m0157.jpg?dl=0,
m0158,,"YOK ] , [ SHERYO] , [ DAEK] , [ ] , [ FECKS",9/22/2015,"1936 Division Street, Detroit, MI",,,,https://www.dropbox.com/s/dcpalj6583nmcsb/m0158.jpg?dl=0,
m0159,TRIBUTE BOUQUET,OUIZI,9/1/2015,"1816 Division Street, Detroit, MI",,,,https://www.dropbox.com/s/t38pdloak2oysfh/m0159.jpg?dl=0,
m0160,,KASHINK,9/22/2015,"1948 Division Street, Detroit, MI",,,,https://www.dropbox.com/s/acxiuo6ko49ncuu/m0160.jpg?dl=0,
m0161,,TYLONN SAWYER,9/21/2016,"2640 Orleans St, Detroit, MI 48207",,,,https://www.dropbox.com/s/wyj2br7e3xvw1j6/m0161.jpg?dl=0,
m0162,,"MR. JAGO ] , [ XENX",9/19/2016,"1801 Division Street, Detroit, MI",,,,https://www.dropbox.com/s/gbzlyhpbt706dl1/m0162.jpg?dl=0,
m0163,,TONY RAVE,9/22/2016,"2639 Orleans St, Detroit, MI 48207","behind building on Division St,",,,https://www.dropbox.com/s/px7sugpbi74g5y2/m0163.jpg?dl=0,
m0164,The Cornfield,VITO VALDEZ,8/22/1998,"1716 St Anne St, Detroit, MI",,,,https://www.dropbox.com/s/rxh8gie4c1ka136/m0164.jpg?dl=0,
m0165,,VICTOR REYES,1/19/2013,"2201 Holbrook Ave, Hamtramck, MI 48212",,,,https://www.dropbox.com/s/phond1x5v2a7er9/m0165.jpg?dl=0,"-83.060492, 42.391303"
m0166,DEITY OF SOUTHWEST DETROIT,MARKA27,9/1/2015,"1312 Springwells, Detroit, MI",,,,https://www.dropbox.com/s/dloncgiw66suug0/m0166.jpg?dl=0,
m0167,CORKTOWN PHESANT,SUMMER IN THE CITY,7/22/2015,"2615 Rosa Parks Boulevard, Detroit, MI",,,,https://www.dropbox.com/s/us10epbx3p30ndb/m0167.jpg?dl=0,
m0168,,ANTHONY LEE,1/19/2013,"2930 E Grand Blvd, Detroit, MI",,,,"https://www.dropbox.com/s/kelwnuppywhkhtg/m0168.jpg?dl=0, https://www.dropbox.com/s/j0eh09f7kiwjsp2/m0168_2.jpg?dl=0, https://www.dropbox.com/s/n8yan2r2y9lq46y/m0168_3.jpg?dl=0, https://www.dropbox.com/s/vc8kpkhciik1co8/m0168_4.jpg?dl=0",
m0169,,HEBRU BRANTLEY,9/22/2015,"1349 Adelaide St, Detroit, MI",,,,https://www.dropbox.com/s/ilhxctttvonkidg/m0169.jpg?dl=0,
m0170,,SHADES,9/22/2016,"1548 E Fisher Service Dr, Detroit, MI",,,,https://www.dropbox.com/s/fmuvkdkt8bdb1ni/m0170.jpg?dl=0,
m0172,City Spirit,"MARTIN MORENO ] , [ GEORGE VARGAS",8/22/1979,"2700 Bagley Street, Detroit, MI",,,,https://www.dropbox.com/s/tqn4ytpnejn0zl6/m0172.jpg?dl=0,
m0173,,unknown,1/22/2013,"1716 23rd St, Detroit, MI",(rear parking lot),,,https://www.dropbox.com/s/bw5z896jj3gobbl/m0173.jpg?dl=0,
m0176,,FEL3000FT,5/15/2012,"5926 Lincoln St, Detroit, MI 48208",,,,https://www.dropbox.com/s/e75kphz8ylzcmm4/m0176.jpg?dl=0,
m0178,,MICHELLE TANGUAY,9/19/2015,"1564 Adelaide Street, Detroit, MI",,,,https://www.dropbox.com/s/9feha840vjb0a3v/m0178.jpg?dl=0,
m0179,,SYDNEY G. JAMES,9/22/2015,"1562 Adelaide Street, Detroit, MI",,,,https://www.dropbox.com/s/k6brhm2o4elfp27/m0179.jpg?dl=0,
m0180,,"MEGGS] , [ TAYLOR WHITE] , [ ] , [ LAUREN YS",9/22/2016,"1796 Jay St, Detroit, MI",,,,"https://www.dropbox.com/s/9mn8v163o31dfu0/m0180.jpg?dl=0, https://www.dropbox.com/s/gyr1mx4fgcb6js4/m0180_2.jpg?dl=0",
m0181,,ZAK MEERS,9/22/2016,"1501 Adelaide St, Detroit, MI",,,,https://www.dropbox.com/s/pdmvidboq6uy7zn/m0181.jpg?dl=0,
m0182,,ZAK MEERS,9/22/2016,"2600 Riopelle Street, Detroit, MI",,,,https://www.dropbox.com/s/uiunyw5838k5izo/m0182.jpg?dl=0,
m0183,,unknonwn,1/22/2013,"1561 Adelaide Street, Detroit, MI",,,,https://www.dropbox.com/s/6orfwbi1lwqi80r/m0183.jpg?dl=0,
m0184,,ZAK MEERS,9/22/2016,"1525 Adelaide Street, Detroit, MI",,,,https://www.dropbox.com/s/8qvffqd61fir8k7/m0184.jpg?dl=0,
m0185,,"CANNON DILL ] , [ BRETT FLANIGAN",1/21/2013,"1530 Winder Street, Detroit, MI",Painted in 2013,,,https://www.dropbox.com/s/rphmf6jx4owp74w/m0185.jpg?dl=0,
m0186,,SHARKTOOF,9/21/2017,"1500 Division Street, Detroit, MI",,,,https://www.dropbox.com/s/992zl39cgwdjle5/m0186.jpg?dl=0,
m0187,,"EUGENE CARL] , [",9/22/2015,"2712 Riopelle Street, Detroit, MI",,,,https://www.dropbox.com/s/ms57prlh69y2hx7/m0187.jpg?dl=0,
m0188,,MISS VAN,9/1/2015,"1501 Division Street, Detroit, MI",,,,,
m0189,,SINTEX,1/22/2013,"2701 Orleans Street, Detroit, MI",,,,https://www.dropbox.com/s/hep0c4qgj17qz10/m0189.jpg?dl=0,
m0190,,NIC NOTION,7/22/2017,"2348 Russell Street, Detroit, MI",,,,https://www.dropbox.com/s/9e1ytzjxtsiyact/m0190.jpg?dl=0,
m0191,,"WOES ] , [ LUKE CHUEH",9/1/2015,"1421 Gratiot Avenue, Detroit, MI",,,,https://www.dropbox.com/s/r9mrzvd4qjetz7k/m0191.jpg?dl=0,
m0192,,APEXER,9/22/2016,"2903 Saint Aubin Street, Detroit, MI",,,,https://www.dropbox.com/s/sniwhogl7vxxo3r/m0192.jpg?dl=0,
m0193,,unknown,1/22/2013,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://www.dropbox.com/s/r3khzcd90ejxfdr/m0193.jpg?dl=0,"-83.033528, 42.343990"
m0194,,HYGENIC DRESS LEAGUE,10/19/2014,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://www.dropbox.com/s/gywca7bo8h2ltyy/m0194.jpg?dl=0,"-83.032788, 42.342682"
m0195,,unknown,7/22/2014,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://www.dropbox.com/s/y07s1qoweuqsglt/m0195.jpg?dl=0,"-83.030344, 42.339459"
m0196,,"ELLEN RUTT ] , [ PATRICK ETHEN",9/22/2014,"dequindre Cut Greenway, Detroit, MI 48207",,,,https://www.dropbox.com/s/2ioccifd7vw8c5q/m0196.jpg?dl=0,"-83.032251, 42.341801"
m0197,,unknonwn,7/22/2014,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://www.dropbox.com/s/3h9kkx8qjv80m4a/m0197.jpg?dl=0,"-83.030001, 42.338943"
m0198,,FEL3000FT,7/22/2014,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://www.dropbox.com/s/6ezlz196uw5ms16/m0198.jpg?dl=0,"-83.030512, 42.338731"
m0199,,HYGENIC DRESS LEAGUE,9/22/2014,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://www.dropbox.com/s/qcu3z5ykppaool3/m0199.jpg?dl=0,"-83.032541, 42.342349"
m0200,,MIKE HAN (AKA ICON),7/18/2014,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://www.dropbox.com/s/q89mb37w6zbwc10/m0200.jpg?dl=0,"-83.030756, 42.340187"
m0201,,unknown,7/22/2014,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://www.dropbox.com/s/dor1loja2j67zm6/m0201.jpg?dl=0,"-83.032650, 42.342502"
m0202,,MIKE HAN (AKA ICON),8/22/2014,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://www.dropbox.com/s/9evi1jhe9i4qswb/m0202.jpg?dl=0,"-83.030148, 42.338732"
m0203,,OUIZI,10/22/2014,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://www.dropbox.com/s/bpawwgju4eqsf6d/m0203.jpg?dl=0,"-83.033303, 42.343371"
m0204,DA RACE,MITCHELL SCHORR,8/22/2014,"dequindre Cut Greenway, Detroit, MI 48207",,,,https://www.dropbox.com/s/zxmxl28ist2rtj9/m0204.jpg?dl=0,"-83.030460, 42.339176"
m0205,,ALANA HUBBELL,6/22/2015,"512 West Canfield Street, Detroit, MI",,,5,https://www.dropbox.com/s/0tdcn3bvcaetujc/m0205.jpg?dl=0,
m0207,,LAUREN YS,10/13/2016,"1798 Jay Street, Detroit, MI",,,,https://www.dropbox.com/s/i5ppo1i24m1255c/m0207.jpg?dl=0,
m0209,,unknown,1/19/2013,"1718 23rd Street, Detroit, MI",,,,"https://www.dropbox.com/s/6mpnjo2khu4gpam/m0209.jpg?dl=0, https://www.dropbox.com/s/c5qwr6sfol498e4/m0209_2.jpg?dl=0",
m0212,,"JONNY ALEX] , [ER",9/1/2015,"2614 Russell St, Detroit, MI",,,,https://www.dropbox.com/s/rtzpuqffd9iklv3/m0212.jpg?dl=0,
m0213,,"NOSEGO ] , [ WOES",9/1/2015,"2336 Russell Street, Detroit, MI",,,,https://www.dropbox.com/s/qadytmihzeftid4/m0213.jpg?dl=0,
m0214,,GREG MIKE,10/26/2016,"2899 Orleans Street, Detroit, MI",,,,https://www.dropbox.com/s/i0uz4wnnlwhux5j/m0214.jpg?dl=0,
m0215,,"ELLEN RUTT ] , [ JESSE KASSEL",9/22/2016,"2934 Russell St, Detroit, MI",located in parking lot,,,https://www.dropbox.com/s/fgxvf53n56a3qwb/m0215.jpg?dl=0,
m0218,,RASHAUN RUCKER,9/22/2017,"2200 Hunt St, Detroit, MI",,,5,https://www.dropbox.com/s/zmg2ikkaktoxghl/m0218.jpg?dl=0,
m0219,,CARL OXLEY III,5/22/2014,"1331 Holden St, Detroit, MI",,Recycle Here!,,https://www.dropbox.com/s/221ebgxmb3szjax/m0219.jpg?dl=0,
m0219,,JESSEE LEE JOHNS,1/19/2013,"6234 Russell St, Detroit, MI",,,,,
m0220,,unknown,6/22/2014,"1944 Calumet St, Detroit, MI",,,,https://www.dropbox.com/s/39rhde5ysaut3k4/m0220.jpg?dl=0,
m0221,,unknown,1/22/2013,"2227 Marquette Street, Detroit, MI",,,,https://www.dropbox.com/s/xalh58m354kqk3p/m0221.jpg?dl=0,
m0222,,TREETOP,7/27/2017,"2200 West Hancock Street, Detroit, MI",located in alley,,,https://www.dropbox.com/s/ynygcthtd8g6z96/m0222.jpg?dl=0,
m0224,"QUETZALCOATL SERPENT , JAGUAR",VITO VALDEZ,1/22/2013,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://www.dropbox.com/s/ck7lggztztjt02u/m0224.jpg?dl=0,"-83.130151, 42.291505"
m0225,JAZZ GREATS,NIVEK MONET,8/30/2017,"2740 Russell St, Detroit, MI",located in rear building,,,https://www.dropbox.com/s/rxorplftp89d9dt/m0225.jpg?dl=0,
m0226,,SYDNEY G. JAMES,9/22/2016,"2638 Orleans St, Detroit, MI 48207",,,,https://www.dropbox.com/s/jn5xehwr5tp3ap3/m0226.jpg?dl=0,
m0227,,SLICK,9/1/2016,"2002 Division St, Detroit, MI",,,,https://www.dropbox.com/s/qelo1rteeochs2n/m0227.jpg?dl=0,
m0228,,TAYLOR WHITE,9/1/2015,"2740 Orleans Street, Detroit",,,,https://www.dropbox.com/s/hdlyerk0bxyvwp4/m0228.jpg?dl=0,
m0229,,HYGENIC DRESS LEAGUE,10/22/2015,"1543 Gratiot Ave, Detroit, MI",,,,https://www.dropbox.com/s/n4iv9xomaapugrz/m0229.jpg?dl=0,
m0230,,CASE MACLAIM,9/22/2017,"2453 Riopelle St, Detroit, MI",,,5,https://www.dropbox.com/s/ezq1c9ksacbz76g/m0230.jpg?dl=0,
m0231,,"WOES ] , [ KEVIN LYONS",9/22/2017,"2151 Brewster St, Detroit, MI",,,5,https://www.dropbox.com/s/jylh5b1wcu40d53/m0231.jpg?dl=0,
m0232,,WC BEVAN,9/22/2017,"1530 Winder St, Detroit, MI",,,5,https://www.dropbox.com/s/96kukaaj9wyra0w/m0232.jpg?dl=0,
m0233,,MEGGS,9/22/2017,"1532 Winder St, Detroit, MI",,,5,https://www.dropbox.com/s/u8phgwro23qmqsd/m0233.jpg?dl=0,
m0234,,"FEL3000FT ] , [ MALT",9/22/2017,"2612 Russell St, Detroit, MI",,,5,https://www.dropbox.com/s/br6mtsf79onk73a/m0234.jpg?dl=0,
m0235,,MATTHEW HIGGS,11/1/2017,"4454 Woodward Ave, Detroit, MI",,,5,https://www.dropbox.com/s/3i8pbuoyljq74q6/m0235.jpg?dl=0,
m0236,,TONY WHLGN,9/22/2015,"312 East Baltimore Ave, Detroit MI",,,,https://www.dropbox.com/s/f6t4j83ln6qlmuy/m0236.jpg?dl=0,
m0253,,unknown,8/22/2017,"313 East Baltimore Ave, Detroit MI",,,,https://www.dropbox.com/s/5psk8dmo29ryfv8/m0253.jpg?dl=0,
m0254,,unknown,1/2/2013,"19101 Goulburn Ave, Detroit, MI 48205",,,3,https://www.dropbox.com/s/h555km91nlfuv52/m0254.jpg?dl=0,
m0255,,JEFF GRESS,9/26/2017,"2159 Gratiot Avenue, Detroit, MI",,,5,https://www.dropbox.com/s/v7m8xg3tbucitbq/m0255.jpg?dl=0,
m0256,,LAUREN NAPOLITANO,9/26/2017,"2245 Hunt St, Detroit, MI",located in parking lot,,5,https://www.dropbox.com/s/86hqyq85lpqa882/m0256.jpg?dl=0,
m0257,,BASK,9/26/2017,"1328 Division Street, Detroit, MI",,,5,https://www.dropbox.com/s/yjbx3zq991e8jet/M0257.jpg?dl=0,
m0258,,SHARKTOOF,9/26/2017,"2158 Gratiot Avenue, Detroit, MI",,,5,https://www.dropbox.com/s/pxbeddr5olxfjul/m0258.jpg?dl=0,
m0259,,"TAYLOR WHITE ] , [ DALEK",9/1/2016,"2626 St Aubin St, Detroit, MI",,,,https://www.dropbox.com/s/oihvqqu5gwp87or/m0259.jpg?dl=0,
m0260,,Alex Pollock,9/20/1972,"2469 E Fisher Service Dr, Detroit, MI",(Painted by Ed Lee. Restored in 2013 by Vito Valdez),,,https://www.dropbox.com/s/no41v5lnudwipzi/m0260.jpg?dl=0,
m0261,,DALEK,9/26/2016,"2625 St Aubin St, Detroit, MI",,,,https://www.dropbox.com/s/jknc9ecz9gqyl0k/m0261.jpg?dl=0,
m0262,,JEREMIAH BRITTON,9/26/2017,"2001 Division St, Detroit, MI",,,5,https://www.dropbox.com/s/930cvtm634h2m27/m0262.jpg?dl=0,
m0263,,LUNCH MONEY,9/26/2017,"2715 Saint Aubin Street, Detroit, MI",,,5,https://www.dropbox.com/s/sqdeodcpi7yh482/m0263.jpg?dl=0,
m0264,,BEAU STANTON,9/1/2015,"2126 Pierce St, Detroit, MI",,,,https://www.dropbox.com/s/he2nctwiq427io3/m0264.jpg?dl=0,
m0265,,CHRIS SAUNDERS,9/1/2016,"3500 Orleans St, Detroit, MI",,,,https://www.dropbox.com/s/28bscf5uyrvxt9q/m0265.jpg?dl=0,
m0266,,FFTY,9/26/2017,"3501 Orleans St, Detroit, MI",,,5,https://www.dropbox.com/s/ygl7irhmo6h6j07/m0266.jpg?dl=0,
m0267,,1010,9/1/2016,"3555 Orleans St, Detroit, MI",,,,https://www.dropbox.com/s/mj53lswiv9atpt6/m0267.jpg?dl=0,
m0268,,JESSE KASSEL,9/26/2017,"1820 Mack Ave, Detroit, MI",,,5,https://www.dropbox.com/s/mlvtc79rxoar7tb/m0268.jpg?dl=0,
m0269,,HOXXOH,9/26/2017,"1544 Mack Ave, Detroit, MI",,,5,https://www.dropbox.com/s/pxvbpev0597dv24/m0269.jpg?dl=0,
m0270,,"SYDNEY G. JAMES ] , [ ASKEW",9/26/2017,"1461 Erskine St, Detroit, MI",,,5,https://www.dropbox.com/s/ea9vgaiqw52hb7x/m0270.jpg?dl=0,
m0271,,"SHAINI KASZTELAN ] , [ HEIDI BARLOW",9/26/2017,"1809 Alfred St, Detroit, MI",,,5,https://www.dropbox.com/s/45n1wnqzabg1vpf/m0271.jpg?dl=0,
m0272,,ANTHONY LEE,9/26/2017,"1807 Alfred St, Detroit, MI",located in alley,,5,https://www.dropbox.com/s/zwz2ldxa4vgy9c4/m0272.jpg?dl=0,
m0273,,"HOXXOH ] , [ BRIAN LACEY",9/26/2017,"1811 Alfred St, Detroit, MI",,,5,https://www.dropbox.com/s/lwovfu4m74gfr8z/m0273.jpg?dl=0,
m0275,,CAMILO PARDO,9/26/2017,"1535 Alfred St, Detroit, MI",,,5,https://www.dropbox.com/s/dn533jpef7rohtf/m0275.jpg?dl=0,
m0276,,MARY IVERSON,9/26/2017,"1560 Alfred St, Detroit, MI",located in parking lot,,5,https://www.dropbox.com/s/1zhnibddpv9okyf/m0276.jpg?dl=0,
m0277,,"BMIKE ] , [ RICK WILLIAMS",9/26/2017,"1573 Adelaide St, Detroit, MI",,,5,https://www.dropbox.com/s/ei1my0om1a579es/m0277.jpg?dl=0,
m0278,,DENIAL,9/26/2017,"2719 Russell St, Detroit, MI 48207",,,5,https://www.dropbox.com/s/i88l63qnl5uzr02/m0278.jpg?dl=0,
m0279,,SHADES,9/26/2017,"2739 Russell St, Detroit, MI",located in rear building,,5,https://www.dropbox.com/s/ladm2lt060bwdpx/m0279.jpg?dl=0,
m0280,,TAVAR ZAWACKI,9/26/2017,"2611 Russell St, Detroit, MI",,,5,https://www.dropbox.com/s/jn01jnkkqwv3tfd/m0280.jpg?dl=0,
m0281,,JULIAN SPRADLIN,9/26/2017,"9131 Oakland Ave, Detroit, MI",,,5,https://www.dropbox.com/s/vsdsognjfx4tugp/m0281.jpg?dl=0,
m0282,,TYLONN SAWYER,9/26/2017,"8838 Third Ave, Detroit, MI",,,5,https://www.dropbox.com/s/goa77g7fhqaffov/m0282.jpg?dl=0,
m0283,,FFTY,9/26/2017,"18660 Bretton Drive, Detroit, MI",,,1,https://www.dropbox.com/s/bomru7krih7b0ea/m0283.jpg?dl=0,
m0284,,ARLIN GRAFF,9/26/2017,"1314 Gratiot Ave, Detroit, MI",,,5,https://www.dropbox.com/s/o4z6enppjf97k49/m0284.jpg?dl=0,
m0285,,TATIANA SUAREZ,9/26/2017,"2799 Orleans St, Detroit, MI",,,5,https://www.dropbox.com/s/e00dt1b3vpaex7q/m0285.jpg?dl=0,
m0286,,LAURA FINLAY,9/26/2017,"1562 Alfred St, Detroit, MI",,,5,https://www.dropbox.com/s/ofd6wsc61ms6olu/m0286.jpg?dl=0,
m0287,,MEGGS,10/1/2015,"2934 Russell Street, Detroit, MI",located in parking lot,,,https://www.dropbox.com/s/18lgd8mh17n8pjl/m0287.jpg?dl=0,
m0288,,"PERSUE ] , [ KWEST",9/26/2015,"2145 Hendricks St, Detroit, MI",,,,https://www.dropbox.com/s/w27fwy5dc4m2yr2/m0288.jpg?dl=0,
m0289,,KEVIN LYONS,9/1/2016,"2008 Gratiot Avenue, Detroit, MI",,,,https://www.dropbox.com/s/bbpukpi3zdrlr9t/m0289.jpg?dl=0,
m0290,,"JEFF SOTO ] , [ MAXX242",9/1/2015,"1487 Gratiot Ave, Detroit, MI",,,,https://www.dropbox.com/s/e7z8boteemm2o7r/m0290.jpg?dl=0,
m0291,,MARKA27,9/1/2016,"1485 Gratiot Ave, Detroit, MI",,,,https://www.dropbox.com/s/1h71gvvs9hfdrln/m0291.jpg?dl=0,
m0292,,PIXEL PANCHO,9/1/2016,"2105 Russell St, Detroit, MI",,,,https://www.dropbox.com/s/ewtucnm1swu84ys/m0292.jpg?dl=0,
m0293,,KIRSTIN FARR,9/1/2016,"2011 Russell St, Detroit, MI",,,,https://www.dropbox.com/s/j2soskep4jf5w1n/m0293.jpg?dl=0,
m0294,,RONE,10/1/2015,"1550 Gratiot Avenue, Detroit, MI",,,,https://www.dropbox.com/s/l7h4ho59il8nv6p/m0294.jpg?dl=0,
m0295,,APEXER,9/1/2016,"1841 Gratiot Avenue, Detroit, MI",,,,https://www.dropbox.com/s/a4uxlebzsoqh9zs/m0295.jpg?dl=0,
m0296,,MISS VAN,9/1/2015,"1301 Maple St, Detroit, MI",,,,https://www.dropbox.com/s/z64hmw3t4rfvsyv/m0296.jpg?dl=0,
m0297,,OUIZI,10/26/2016,"1701 Trumbull, Detroit, MI",,,,https://www.dropbox.com/s/cvlmcxd9cvrmguh/m0297.jpg?dl=0,
